,Date,ProductCode
1567,20090607,F.CN.CZC.CF.CF0909
1568,20090608,F.CN.CZC.CF.CF0909
1569,20090609,F.CN.CZC.CF.CF0909
1570,20090610,F.CN.CZC.CF.CF0909
1571,20090611,F.CN.CZC.CF.CF0909
1572,20090612,F.CN.CZC.CF.CF0909
1573,20090613,F.CN.CZC.CF.CF0909
1574,20090614,F.CN.CZC.CF.CF0909
1575,20090615,F.CN.CZC.CF.CF0909
1576,20090616,F.CN.CZC.CF.CF0909
1577,20090617,F.CN.CZC.CF.CF0909
1578,20090618,F.CN.CZC.CF.CF0909
1579,20090619,F.CN.CZC.CF.CF0909
1580,20090620,F.CN.CZC.CF.CF0909
1581,20090621,F.CN.CZC.CF.CF0909
1582,20090622,F.CN.CZC.CF.CF0909
1583,20090623,F.CN.CZC.CF.CF0909
1584,20090624,F.CN.CZC.CF.CF0909
1585,20090625,F.CN.CZC.CF.CF0909
1586,20090626,F.CN.CZC.CF.CF0909
1587,20090627,F.CN.CZC.CF.CF0909
1588,20090628,F.CN.CZC.CF.CF0909
1589,20090629,F.CN.CZC.CF.CF0909
1590,20090630,F.CN.CZC.CF.CF0909
1591,20090701,F.CN.CZC.CF.CF0909
1592,20090702,F.CN.CZC.CF.CF0909
1593,20090703,F.CN.CZC.CF.CF0909
1594,20090704,F.CN.CZC.CF.CF0909
1595,20090705,F.CN.CZC.CF.CF0909
1596,20090706,F.CN.CZC.CF.CF0909
1597,20090707,F.CN.CZC.CF.CF0909
1598,20090708,F.CN.CZC.CF.CF0909
1599,20090709,F.CN.CZC.CF.CF0909
1600,20090710,F.CN.CZC.CF.CF0909
1601,20090711,F.CN.CZC.CF.CF0909
1602,20090712,F.CN.CZC.CF.CF0909
1603,20090713,F.CN.CZC.CF.CF0909
1604,20090714,F.CN.CZC.CF.CF0909
1605,20090715,F.CN.CZC.CF.CF1001
1606,20090716,F.CN.CZC.CF.CF1001
1607,20090717,F.CN.CZC.CF.CF1001
1608,20090718,F.CN.CZC.CF.CF1001
1609,20090719,F.CN.CZC.CF.CF1001
1610,20090720,F.CN.CZC.CF.CF1001
1611,20090721,F.CN.CZC.CF.CF1001
1612,20090722,F.CN.CZC.CF.CF1001
1613,20090723,F.CN.CZC.CF.CF1001
1614,20090724,F.CN.CZC.CF.CF1001
1615,20090725,F.CN.CZC.CF.CF1001
1616,20090726,F.CN.CZC.CF.CF1001
1617,20090727,F.CN.CZC.CF.CF1001
1618,20090728,F.CN.CZC.CF.CF1001
1619,20090729,F.CN.CZC.CF.CF1001
1620,20090730,F.CN.CZC.CF.CF1001
1621,20090731,F.CN.CZC.CF.CF1001
1622,20090801,F.CN.CZC.CF.CF1001
1623,20090802,F.CN.CZC.CF.CF1001
1624,20090803,F.CN.CZC.CF.CF1001
1625,20090804,F.CN.CZC.CF.CF1001
1626,20090805,F.CN.CZC.CF.CF1001
1627,20090806,F.CN.CZC.CF.CF1001
1628,20090807,F.CN.CZC.CF.CF1001
1629,20090808,F.CN.CZC.CF.CF1001
1630,20090809,F.CN.CZC.CF.CF1001
1631,20090810,F.CN.CZC.CF.CF1001
1632,20090811,F.CN.CZC.CF.CF1001
1633,20090812,F.CN.CZC.CF.CF1001
1634,20090813,F.CN.CZC.CF.CF1001
1635,20090814,F.CN.CZC.CF.CF1001
1636,20090815,F.CN.CZC.CF.CF1001
1637,20090816,F.CN.CZC.CF.CF1001
1638,20090817,F.CN.CZC.CF.CF1001
1639,20090818,F.CN.CZC.CF.CF1001
1640,20090819,F.CN.CZC.CF.CF1001
1641,20090820,F.CN.CZC.CF.CF1001
1642,20090821,F.CN.CZC.CF.CF1001
1643,20090822,F.CN.CZC.CF.CF1001
1644,20090823,F.CN.CZC.CF.CF1001
1645,20090824,F.CN.CZC.CF.CF1001
1646,20090825,F.CN.CZC.CF.CF1001
1647,20090826,F.CN.CZC.CF.CF1001
1648,20090827,F.CN.CZC.CF.CF1001
1649,20090828,F.CN.CZC.CF.CF1001
1650,20090829,F.CN.CZC.CF.CF1001
1651,20090830,F.CN.CZC.CF.CF1001
1652,20090831,F.CN.CZC.CF.CF1001
1653,20090901,F.CN.CZC.CF.CF1001
1654,20090902,F.CN.CZC.CF.CF1001
1655,20090903,F.CN.CZC.CF.CF1001
1656,20090904,F.CN.CZC.CF.CF1001
1657,20090905,F.CN.CZC.CF.CF1001
1658,20090906,F.CN.CZC.CF.CF1001
1659,20090907,F.CN.CZC.CF.CF1001
1660,20090908,F.CN.CZC.CF.CF1001
1661,20090909,F.CN.CZC.CF.CF1001
1662,20090910,F.CN.CZC.CF.CF1001
1663,20090911,F.CN.CZC.CF.CF1001
1664,20090912,F.CN.CZC.CF.CF1001
1665,20090913,F.CN.CZC.CF.CF1001
1666,20090914,F.CN.CZC.CF.CF1001
1667,20090915,F.CN.CZC.CF.CF1001
1668,20090916,F.CN.CZC.CF.CF1001
1669,20090917,F.CN.CZC.CF.CF1001
1670,20090918,F.CN.CZC.CF.CF1001
1671,20090919,F.CN.CZC.CF.CF1001
1672,20090920,F.CN.CZC.CF.CF1001
1673,20090921,F.CN.CZC.CF.CF1001
1674,20090922,F.CN.CZC.CF.CF1001
1675,20090923,F.CN.CZC.CF.CF1001
1676,20090924,F.CN.CZC.CF.CF1001
1677,20090925,F.CN.CZC.CF.CF1001
1678,20090926,F.CN.CZC.CF.CF1001
1679,20090927,F.CN.CZC.CF.CF1001
1680,20090928,F.CN.CZC.CF.CF1001
1681,20090929,F.CN.CZC.CF.CF1001
1682,20090930,F.CN.CZC.CF.CF1001
1683,20091001,F.CN.CZC.CF.CF1001
1684,20091002,F.CN.CZC.CF.CF1001
1685,20091003,F.CN.CZC.CF.CF1001
1686,20091004,F.CN.CZC.CF.CF1001
1687,20091005,F.CN.CZC.CF.CF1001
1688,20091006,F.CN.CZC.CF.CF1001
1689,20091007,F.CN.CZC.CF.CF1001
1690,20091008,F.CN.CZC.CF.CF1001
1691,20091009,F.CN.CZC.CF.CF1001
1692,20091010,F.CN.CZC.CF.CF1001
1693,20091011,F.CN.CZC.CF.CF1001
1694,20091012,F.CN.CZC.CF.CF1001
1695,20091013,F.CN.CZC.CF.CF1001
1696,20091014,F.CN.CZC.CF.CF1001
1697,20091015,F.CN.CZC.CF.CF1001
1698,20091016,F.CN.CZC.CF.CF1001
1699,20091017,F.CN.CZC.CF.CF1001
1700,20091018,F.CN.CZC.CF.CF1001
1701,20091019,F.CN.CZC.CF.CF1001
1702,20091020,F.CN.CZC.CF.CF1001
1703,20091021,F.CN.CZC.CF.CF1001
1704,20091022,F.CN.CZC.CF.CF1001
1705,20091023,F.CN.CZC.CF.CF1001
1706,20091024,F.CN.CZC.CF.CF1001
1707,20091025,F.CN.CZC.CF.CF1001
1708,20091026,F.CN.CZC.CF.CF1001
1709,20091027,F.CN.CZC.CF.CF1001
1710,20091028,F.CN.CZC.CF.CF1001
1711,20091029,F.CN.CZC.CF.CF1001
1712,20091030,F.CN.CZC.CF.CF1001
1713,20091031,F.CN.CZC.CF.CF1005
1714,20091101,F.CN.CZC.CF.CF1005
1715,20091102,F.CN.CZC.CF.CF1005
1716,20091103,F.CN.CZC.CF.CF1005
1717,20091104,F.CN.CZC.CF.CF1005
1718,20091105,F.CN.CZC.CF.CF1005
1719,20091106,F.CN.CZC.CF.CF1005
1720,20091107,F.CN.CZC.CF.CF1005
1721,20091108,F.CN.CZC.CF.CF1005
1722,20091109,F.CN.CZC.CF.CF1005
1723,20091110,F.CN.CZC.CF.CF1005
1724,20091111,F.CN.CZC.CF.CF1005
1725,20091112,F.CN.CZC.CF.CF1005
1726,20091113,F.CN.CZC.CF.CF1005
1727,20091114,F.CN.CZC.CF.CF1005
1728,20091115,F.CN.CZC.CF.CF1005
1729,20091116,F.CN.CZC.CF.CF1005
1730,20091117,F.CN.CZC.CF.CF1005
1731,20091118,F.CN.CZC.CF.CF1005
1732,20091119,F.CN.CZC.CF.CF1005
1733,20091120,F.CN.CZC.CF.CF1005
1734,20091121,F.CN.CZC.CF.CF1005
1735,20091122,F.CN.CZC.CF.CF1005
1736,20091123,F.CN.CZC.CF.CF1005
1737,20091124,F.CN.CZC.CF.CF1005
1738,20091125,F.CN.CZC.CF.CF1005
1739,20091126,F.CN.CZC.CF.CF1005
1740,20091127,F.CN.CZC.CF.CF1005
1741,20091128,F.CN.CZC.CF.CF1005
1742,20091129,F.CN.CZC.CF.CF1005
1743,20091130,F.CN.CZC.CF.CF1005
1744,20091201,F.CN.CZC.CF.CF1005
1745,20091202,F.CN.CZC.CF.CF1005
1746,20091203,F.CN.CZC.CF.CF1005
1747,20091204,F.CN.CZC.CF.CF1005
1748,20091205,F.CN.CZC.CF.CF1005
1749,20091206,F.CN.CZC.CF.CF1005
1750,20091207,F.CN.CZC.CF.CF1005
1751,20091208,F.CN.CZC.CF.CF1005
1752,20091209,F.CN.CZC.CF.CF1005
1753,20091210,F.CN.CZC.CF.CF1005
1754,20091211,F.CN.CZC.CF.CF1005
1755,20091212,F.CN.CZC.CF.CF1005
1756,20091213,F.CN.CZC.CF.CF1005
1757,20091214,F.CN.CZC.CF.CF1005
1758,20091215,F.CN.CZC.CF.CF1005
1759,20091216,F.CN.CZC.CF.CF1005
1760,20091217,F.CN.CZC.CF.CF1005
1761,20091218,F.CN.CZC.CF.CF1005
1762,20091219,F.CN.CZC.CF.CF1005
1763,20091220,F.CN.CZC.CF.CF1005
1764,20091221,F.CN.CZC.CF.CF1005
1765,20091222,F.CN.CZC.CF.CF1005
1766,20091223,F.CN.CZC.CF.CF1005
1767,20091224,F.CN.CZC.CF.CF1005
1768,20091225,F.CN.CZC.CF.CF1005
1769,20091226,F.CN.CZC.CF.CF1005
1770,20091227,F.CN.CZC.CF.CF1005
1771,20091228,F.CN.CZC.CF.CF1005
1772,20091229,F.CN.CZC.CF.CF1005
1773,20091230,F.CN.CZC.CF.CF1005
1774,20091231,F.CN.CZC.CF.CF1005
1775,20100101,F.CN.CZC.CF.CF1005
1776,20100102,F.CN.CZC.CF.CF1005
1777,20100103,F.CN.CZC.CF.CF1005
1778,20100104,F.CN.CZC.CF.CF1005
1779,20100105,F.CN.CZC.CF.CF1005
1780,20100106,F.CN.CZC.CF.CF1005
1781,20100107,F.CN.CZC.CF.CF1005
1782,20100108,F.CN.CZC.CF.CF1005
1783,20100109,F.CN.CZC.CF.CF1005
1784,20100110,F.CN.CZC.CF.CF1005
1785,20100111,F.CN.CZC.CF.CF1005
1786,20100112,F.CN.CZC.CF.CF1009
1787,20100113,F.CN.CZC.CF.CF1009
1788,20100114,F.CN.CZC.CF.CF1009
1789,20100115,F.CN.CZC.CF.CF1009
1790,20100116,F.CN.CZC.CF.CF1009
1791,20100117,F.CN.CZC.CF.CF1009
1792,20100118,F.CN.CZC.CF.CF1009
1793,20100119,F.CN.CZC.CF.CF1009
1794,20100120,F.CN.CZC.CF.CF1009
1795,20100121,F.CN.CZC.CF.CF1009
1796,20100122,F.CN.CZC.CF.CF1009
1797,20100123,F.CN.CZC.CF.CF1009
1798,20100124,F.CN.CZC.CF.CF1009
1799,20100125,F.CN.CZC.CF.CF1009
1800,20100126,F.CN.CZC.CF.CF1009
1801,20100127,F.CN.CZC.CF.CF1009
1802,20100128,F.CN.CZC.CF.CF1009
1803,20100129,F.CN.CZC.CF.CF1009
1804,20100130,F.CN.CZC.CF.CF1009
1805,20100131,F.CN.CZC.CF.CF1009
1806,20100201,F.CN.CZC.CF.CF1009
1807,20100202,F.CN.CZC.CF.CF1009
1808,20100203,F.CN.CZC.CF.CF1009
1809,20100204,F.CN.CZC.CF.CF1009
1810,20100205,F.CN.CZC.CF.CF1009
1811,20100206,F.CN.CZC.CF.CF1009
1812,20100207,F.CN.CZC.CF.CF1009
1813,20100208,F.CN.CZC.CF.CF1009
1814,20100209,F.CN.CZC.CF.CF1009
1815,20100210,F.CN.CZC.CF.CF1009
1816,20100211,F.CN.CZC.CF.CF1009
1817,20100212,F.CN.CZC.CF.CF1009
1818,20100213,F.CN.CZC.CF.CF1009
1819,20100214,F.CN.CZC.CF.CF1009
1820,20100215,F.CN.CZC.CF.CF1009
1821,20100216,F.CN.CZC.CF.CF1009
1822,20100217,F.CN.CZC.CF.CF1009
1823,20100218,F.CN.CZC.CF.CF1009
1824,20100219,F.CN.CZC.CF.CF1009
1825,20100220,F.CN.CZC.CF.CF1009
1826,20100221,F.CN.CZC.CF.CF1009
1827,20100222,F.CN.CZC.CF.CF1009
1828,20100223,F.CN.CZC.CF.CF1009
1829,20100224,F.CN.CZC.CF.CF1009
1830,20100225,F.CN.CZC.CF.CF1009
1831,20100226,F.CN.CZC.CF.CF1009
1832,20100227,F.CN.CZC.CF.CF1009
1833,20100228,F.CN.CZC.CF.CF1009
1834,20100301,F.CN.CZC.CF.CF1009
1835,20100302,F.CN.CZC.CF.CF1009
1836,20100303,F.CN.CZC.CF.CF1009
1837,20100304,F.CN.CZC.CF.CF1009
1838,20100305,F.CN.CZC.CF.CF1009
1839,20100306,F.CN.CZC.CF.CF1009
1840,20100307,F.CN.CZC.CF.CF1009
1841,20100308,F.CN.CZC.CF.CF1009
1842,20100309,F.CN.CZC.CF.CF1009
1843,20100310,F.CN.CZC.CF.CF1009
1844,20100311,F.CN.CZC.CF.CF1009
1845,20100312,F.CN.CZC.CF.CF1009
1846,20100313,F.CN.CZC.CF.CF1009
1847,20100314,F.CN.CZC.CF.CF1009
1848,20100315,F.CN.CZC.CF.CF1009
1849,20100316,F.CN.CZC.CF.CF1009
1850,20100317,F.CN.CZC.CF.CF1009
1851,20100318,F.CN.CZC.CF.CF1009
1852,20100319,F.CN.CZC.CF.CF1009
1853,20100320,F.CN.CZC.CF.CF1009
1854,20100321,F.CN.CZC.CF.CF1009
1855,20100322,F.CN.CZC.CF.CF1009
1856,20100323,F.CN.CZC.CF.CF1009
1857,20100324,F.CN.CZC.CF.CF1009
1858,20100325,F.CN.CZC.CF.CF1009
1859,20100326,F.CN.CZC.CF.CF1009
1860,20100327,F.CN.CZC.CF.CF1009
1861,20100328,F.CN.CZC.CF.CF1009
1862,20100329,F.CN.CZC.CF.CF1009
1863,20100330,F.CN.CZC.CF.CF1009
1864,20100331,F.CN.CZC.CF.CF1009
1865,20100401,F.CN.CZC.CF.CF1009
1866,20100402,F.CN.CZC.CF.CF1009
1867,20100403,F.CN.CZC.CF.CF1009
1868,20100404,F.CN.CZC.CF.CF1009
1869,20100405,F.CN.CZC.CF.CF1009
1870,20100406,F.CN.CZC.CF.CF1009
1871,20100407,F.CN.CZC.CF.CF1009
1872,20100408,F.CN.CZC.CF.CF1009
1873,20100409,F.CN.CZC.CF.CF1009
1874,20100410,F.CN.CZC.CF.CF1009
1875,20100411,F.CN.CZC.CF.CF1009
1876,20100412,F.CN.CZC.CF.CF1009
1877,20100413,F.CN.CZC.CF.CF1009
1878,20100414,F.CN.CZC.CF.CF1009
1879,20100415,F.CN.CZC.CF.CF1009
1880,20100416,F.CN.CZC.CF.CF1009
1881,20100417,F.CN.CZC.CF.CF1009
1882,20100418,F.CN.CZC.CF.CF1009
1883,20100419,F.CN.CZC.CF.CF1009
1884,20100420,F.CN.CZC.CF.CF1009
1885,20100421,F.CN.CZC.CF.CF1009
1886,20100422,F.CN.CZC.CF.CF1009
1887,20100423,F.CN.CZC.CF.CF1009
1888,20100424,F.CN.CZC.CF.CF1009
1889,20100425,F.CN.CZC.CF.CF1009
1890,20100426,F.CN.CZC.CF.CF1009
1891,20100427,F.CN.CZC.CF.CF1009
1892,20100428,F.CN.CZC.CF.CF1009
1893,20100429,F.CN.CZC.CF.CF1101
1894,20100430,F.CN.CZC.CF.CF1101
1895,20100501,F.CN.CZC.CF.CF1101
1896,20100502,F.CN.CZC.CF.CF1101
1897,20100503,F.CN.CZC.CF.CF1101
1898,20100504,F.CN.CZC.CF.CF1101
1899,20100505,F.CN.CZC.CF.CF1101
1900,20100506,F.CN.CZC.CF.CF1101
1901,20100507,F.CN.CZC.CF.CF1101
1902,20100508,F.CN.CZC.CF.CF1101
1903,20100509,F.CN.CZC.CF.CF1101
1904,20100510,F.CN.CZC.CF.CF1101
1905,20100511,F.CN.CZC.CF.CF1101
1906,20100512,F.CN.CZC.CF.CF1101
1907,20100513,F.CN.CZC.CF.CF1101
1908,20100514,F.CN.CZC.CF.CF1101
1909,20100515,F.CN.CZC.CF.CF1101
1910,20100516,F.CN.CZC.CF.CF1101
1911,20100517,F.CN.CZC.CF.CF1101
1912,20100518,F.CN.CZC.CF.CF1101
1913,20100519,F.CN.CZC.CF.CF1101
1914,20100520,F.CN.CZC.CF.CF1101
1915,20100521,F.CN.CZC.CF.CF1101
1916,20100522,F.CN.CZC.CF.CF1101
1917,20100523,F.CN.CZC.CF.CF1101
1918,20100524,F.CN.CZC.CF.CF1101
1919,20100525,F.CN.CZC.CF.CF1101
1920,20100526,F.CN.CZC.CF.CF1101
1921,20100527,F.CN.CZC.CF.CF1101
1922,20100528,F.CN.CZC.CF.CF1101
1923,20100529,F.CN.CZC.CF.CF1101
1924,20100530,F.CN.CZC.CF.CF1101
1925,20100531,F.CN.CZC.CF.CF1101
1926,20100601,F.CN.CZC.CF.CF1101
1927,20100602,F.CN.CZC.CF.CF1101
1928,20100603,F.CN.CZC.CF.CF1101
1929,20100604,F.CN.CZC.CF.CF1101
1930,20100605,F.CN.CZC.CF.CF1101
1931,20100606,F.CN.CZC.CF.CF1101
1932,20100607,F.CN.CZC.CF.CF1101
1933,20100608,F.CN.CZC.CF.CF1101
1934,20100609,F.CN.CZC.CF.CF1101
1935,20100610,F.CN.CZC.CF.CF1101
1936,20100611,F.CN.CZC.CF.CF1101
1937,20100612,F.CN.CZC.CF.CF1101
1938,20100613,F.CN.CZC.CF.CF1101
1939,20100614,F.CN.CZC.CF.CF1101
1940,20100615,F.CN.CZC.CF.CF1101
1941,20100616,F.CN.CZC.CF.CF1101
1942,20100617,F.CN.CZC.CF.CF1101
1943,20100618,F.CN.CZC.CF.CF1101
1944,20100619,F.CN.CZC.CF.CF1101
1945,20100620,F.CN.CZC.CF.CF1101
1946,20100621,F.CN.CZC.CF.CF1101
1947,20100622,F.CN.CZC.CF.CF1101
1948,20100623,F.CN.CZC.CF.CF1101
1949,20100624,F.CN.CZC.CF.CF1101
1950,20100625,F.CN.CZC.CF.CF1101
1951,20100626,F.CN.CZC.CF.CF1101
1952,20100627,F.CN.CZC.CF.CF1101
1953,20100628,F.CN.CZC.CF.CF1101
1954,20100629,F.CN.CZC.CF.CF1101
1955,20100630,F.CN.CZC.CF.CF1101
1956,20100701,F.CN.CZC.CF.CF1101
1957,20100702,F.CN.CZC.CF.CF1101
1958,20100703,F.CN.CZC.CF.CF1101
1959,20100704,F.CN.CZC.CF.CF1101
1960,20100705,F.CN.CZC.CF.CF1101
1961,20100706,F.CN.CZC.CF.CF1101
1962,20100707,F.CN.CZC.CF.CF1101
1963,20100708,F.CN.CZC.CF.CF1101
1964,20100709,F.CN.CZC.CF.CF1101
1965,20100710,F.CN.CZC.CF.CF1101
1966,20100711,F.CN.CZC.CF.CF1101
1967,20100712,F.CN.CZC.CF.CF1101
1968,20100713,F.CN.CZC.CF.CF1101
1969,20100714,F.CN.CZC.CF.CF1101
1970,20100715,F.CN.CZC.CF.CF1101
1971,20100716,F.CN.CZC.CF.CF1101
1972,20100717,F.CN.CZC.CF.CF1101
1973,20100718,F.CN.CZC.CF.CF1101
1974,20100719,F.CN.CZC.CF.CF1101
1975,20100720,F.CN.CZC.CF.CF1101
1976,20100721,F.CN.CZC.CF.CF1101
1977,20100722,F.CN.CZC.CF.CF1101
1978,20100723,F.CN.CZC.CF.CF1101
1979,20100724,F.CN.CZC.CF.CF1101
1980,20100725,F.CN.CZC.CF.CF1101
1981,20100726,F.CN.CZC.CF.CF1101
1982,20100727,F.CN.CZC.CF.CF1101
1983,20100728,F.CN.CZC.CF.CF1101
1984,20100729,F.CN.CZC.CF.CF1101
1985,20100730,F.CN.CZC.CF.CF1101
1986,20100731,F.CN.CZC.CF.CF1101
1987,20100801,F.CN.CZC.CF.CF1101
1988,20100802,F.CN.CZC.CF.CF1101
1989,20100803,F.CN.CZC.CF.CF1101
1990,20100804,F.CN.CZC.CF.CF1101
1991,20100805,F.CN.CZC.CF.CF1101
1992,20100806,F.CN.CZC.CF.CF1101
1993,20100807,F.CN.CZC.CF.CF1101
1994,20100808,F.CN.CZC.CF.CF1101
1995,20100809,F.CN.CZC.CF.CF1101
1996,20100810,F.CN.CZC.CF.CF1101
1997,20100811,F.CN.CZC.CF.CF1101
1998,20100812,F.CN.CZC.CF.CF1101
1999,20100813,F.CN.CZC.CF.CF1101
2000,20100814,F.CN.CZC.CF.CF1101
2001,20100815,F.CN.CZC.CF.CF1101
2002,20100816,F.CN.CZC.CF.CF1101
2003,20100817,F.CN.CZC.CF.CF1101
2004,20100818,F.CN.CZC.CF.CF1101
2005,20100819,F.CN.CZC.CF.CF1101
2006,20100820,F.CN.CZC.CF.CF1101
2007,20100821,F.CN.CZC.CF.CF1101
2008,20100822,F.CN.CZC.CF.CF1101
2009,20100823,F.CN.CZC.CF.CF1101
2010,20100824,F.CN.CZC.CF.CF1101
2011,20100825,F.CN.CZC.CF.CF1101
2012,20100826,F.CN.CZC.CF.CF1101
2013,20100827,F.CN.CZC.CF.CF1101
2014,20100828,F.CN.CZC.CF.CF1101
2015,20100829,F.CN.CZC.CF.CF1101
2016,20100830,F.CN.CZC.CF.CF1101
2017,20100831,F.CN.CZC.CF.CF1101
2018,20100901,F.CN.CZC.CF.CF1101
2019,20100902,F.CN.CZC.CF.CF1101
2020,20100903,F.CN.CZC.CF.CF1101
2021,20100904,F.CN.CZC.CF.CF1105
2022,20100905,F.CN.CZC.CF.CF1105
2023,20100906,F.CN.CZC.CF.CF1105
2024,20100907,F.CN.CZC.CF.CF1105
2025,20100908,F.CN.CZC.CF.CF1105
2026,20100909,F.CN.CZC.CF.CF1105
2027,20100910,F.CN.CZC.CF.CF1105
2028,20100911,F.CN.CZC.CF.CF1105
2029,20100912,F.CN.CZC.CF.CF1105
2030,20100913,F.CN.CZC.CF.CF1105
2031,20100914,F.CN.CZC.CF.CF1105
2032,20100915,F.CN.CZC.CF.CF1105
2033,20100916,F.CN.CZC.CF.CF1105
2034,20100917,F.CN.CZC.CF.CF1105
2035,20100918,F.CN.CZC.CF.CF1105
2036,20100919,F.CN.CZC.CF.CF1105
2037,20100920,F.CN.CZC.CF.CF1105
2038,20100921,F.CN.CZC.CF.CF1105
2039,20100922,F.CN.CZC.CF.CF1105
2040,20100923,F.CN.CZC.CF.CF1105
2041,20100924,F.CN.CZC.CF.CF1105
2042,20100925,F.CN.CZC.CF.CF1105
2043,20100926,F.CN.CZC.CF.CF1105
2044,20100927,F.CN.CZC.CF.CF1105
2045,20100928,F.CN.CZC.CF.CF1105
2046,20100929,F.CN.CZC.CF.CF1105
2047,20100930,F.CN.CZC.CF.CF1105
2048,20101001,F.CN.CZC.CF.CF1105
2049,20101002,F.CN.CZC.CF.CF1105
2050,20101003,F.CN.CZC.CF.CF1105
2051,20101004,F.CN.CZC.CF.CF1105
2052,20101005,F.CN.CZC.CF.CF1105
2053,20101006,F.CN.CZC.CF.CF1105
2054,20101007,F.CN.CZC.CF.CF1105
2055,20101008,F.CN.CZC.CF.CF1105
2056,20101009,F.CN.CZC.CF.CF1105
2057,20101010,F.CN.CZC.CF.CF1105
2058,20101011,F.CN.CZC.CF.CF1105
2059,20101012,F.CN.CZC.CF.CF1105
2060,20101013,F.CN.CZC.CF.CF1105
2061,20101014,F.CN.CZC.CF.CF1105
2062,20101015,F.CN.CZC.CF.CF1105
2063,20101016,F.CN.CZC.CF.CF1105
2064,20101017,F.CN.CZC.CF.CF1105
2065,20101018,F.CN.CZC.CF.CF1105
2066,20101019,F.CN.CZC.CF.CF1105
2067,20101020,F.CN.CZC.CF.CF1105
2068,20101021,F.CN.CZC.CF.CF1105
2069,20101022,F.CN.CZC.CF.CF1105
2070,20101023,F.CN.CZC.CF.CF1105
2071,20101024,F.CN.CZC.CF.CF1105
2072,20101025,F.CN.CZC.CF.CF1105
2073,20101026,F.CN.CZC.CF.CF1105
2074,20101027,F.CN.CZC.CF.CF1105
2075,20101028,F.CN.CZC.CF.CF1105
2076,20101029,F.CN.CZC.CF.CF1105
2077,20101030,F.CN.CZC.CF.CF1105
2078,20101031,F.CN.CZC.CF.CF1105
2079,20101101,F.CN.CZC.CF.CF1105
2080,20101102,F.CN.CZC.CF.CF1105
2081,20101103,F.CN.CZC.CF.CF1105
2082,20101104,F.CN.CZC.CF.CF1105
2083,20101105,F.CN.CZC.CF.CF1105
2084,20101106,F.CN.CZC.CF.CF1105
2085,20101107,F.CN.CZC.CF.CF1105
2086,20101108,F.CN.CZC.CF.CF1105
2087,20101109,F.CN.CZC.CF.CF1105
2088,20101110,F.CN.CZC.CF.CF1105
2089,20101111,F.CN.CZC.CF.CF1105
2090,20101112,F.CN.CZC.CF.CF1105
2091,20101113,F.CN.CZC.CF.CF1105
2092,20101114,F.CN.CZC.CF.CF1105
2093,20101115,F.CN.CZC.CF.CF1105
2094,20101116,F.CN.CZC.CF.CF1105
2095,20101117,F.CN.CZC.CF.CF1105
2096,20101118,F.CN.CZC.CF.CF1105
2097,20101119,F.CN.CZC.CF.CF1105
2098,20101120,F.CN.CZC.CF.CF1105
2099,20101121,F.CN.CZC.CF.CF1105
2100,20101122,F.CN.CZC.CF.CF1105
2101,20101123,F.CN.CZC.CF.CF1105
2102,20101124,F.CN.CZC.CF.CF1105
2103,20101125,F.CN.CZC.CF.CF1105
2104,20101126,F.CN.CZC.CF.CF1109
2105,20101127,F.CN.CZC.CF.CF1109
2106,20101128,F.CN.CZC.CF.CF1109
2107,20101129,F.CN.CZC.CF.CF1109
2108,20101130,F.CN.CZC.CF.CF1109
2109,20101201,F.CN.CZC.CF.CF1109
2110,20101202,F.CN.CZC.CF.CF1109
2111,20101203,F.CN.CZC.CF.CF1109
2112,20101204,F.CN.CZC.CF.CF1109
2113,20101205,F.CN.CZC.CF.CF1109
2114,20101206,F.CN.CZC.CF.CF1109
2115,20101207,F.CN.CZC.CF.CF1109
2116,20101208,F.CN.CZC.CF.CF1109
2117,20101209,F.CN.CZC.CF.CF1109
2118,20101210,F.CN.CZC.CF.CF1109
2119,20101211,F.CN.CZC.CF.CF1109
2120,20101212,F.CN.CZC.CF.CF1109
2121,20101213,F.CN.CZC.CF.CF1109
2122,20101214,F.CN.CZC.CF.CF1109
2123,20101215,F.CN.CZC.CF.CF1109
2124,20101216,F.CN.CZC.CF.CF1109
2125,20101217,F.CN.CZC.CF.CF1109
2126,20101218,F.CN.CZC.CF.CF1109
2127,20101219,F.CN.CZC.CF.CF1109
2128,20101220,F.CN.CZC.CF.CF1109
2129,20101221,F.CN.CZC.CF.CF1109
2130,20101222,F.CN.CZC.CF.CF1109
2131,20101223,F.CN.CZC.CF.CF1109
2132,20101224,F.CN.CZC.CF.CF1109
2133,20101225,F.CN.CZC.CF.CF1109
2134,20101226,F.CN.CZC.CF.CF1109
2135,20101227,F.CN.CZC.CF.CF1109
2136,20101228,F.CN.CZC.CF.CF1109
2137,20101229,F.CN.CZC.CF.CF1109
2138,20101230,F.CN.CZC.CF.CF1109
2139,20101231,F.CN.CZC.CF.CF1109
2140,20110101,F.CN.CZC.CF.CF1109
2141,20110102,F.CN.CZC.CF.CF1109
2142,20110103,F.CN.CZC.CF.CF1109
2143,20110104,F.CN.CZC.CF.CF1109
2144,20110105,F.CN.CZC.CF.CF1109
2145,20110106,F.CN.CZC.CF.CF1109
2146,20110107,F.CN.CZC.CF.CF1109
2147,20110108,F.CN.CZC.CF.CF1109
2148,20110109,F.CN.CZC.CF.CF1109
